,.id, .transactions.first_gift_year, .transactions.lapsed_total_amount, .transactions.recovered_total_amount, .transactions.lapsed_count, .transactions.recovered_count, .transactions.max_consecutive_giving_years, .transactions.total_giving_years, .transactions.amount_in_year.in.2013-01-01,  .transactions.amount_in_year.in.2014-01-01,  .transactions.amount_in_year.in.2015-01-01,  .transactions.amount_in_year.in.2016-01-01,  .transactions.amount_in_year.in.2017-01-01, .transactions.count_in_year.in.2013-01-01,  .transactions.count_in_year.in.2014-01-01,  .transactions.count_in_year.in.2015-01-01,  .transactions.count_in_year.in.2016-01-01,  .transactions.count_in_year.in.2017-01-01, .transactions.lapsed_amount_in_year.in.2013-01-01,  .transactions.lapsed_amount_in_year.in.2014-01-01,  .transactions.lapsed_amount_in_year.in.2015-01-01,  .transactions.lapsed_amount_in_year.in.2016-01-01,  .transactions.lapsed_amount_in_year.in.2017-01-01, .transactions.upgraded_amount_in_year.in.2013-01-01,  .transactions.upgraded_amount_in_year.in.2014-01-01,  .transactions.upgraded_amount_in_year.in.2015-01-01,  .transactions.upgraded_amount_in_year.in.2016-01-01,  .transactions.upgraded_amount_in_year.in.2017-01-01, .transactions.downgraded_amount_in_year.in.2013-01-01,  .transactions.downgraded_amount_in_year.in.2014-01-01,  .transactions.downgraded_amount_in_year.in.2015-01-01,  .transactions.downgraded_amount_in_year.in.2016-01-01,  .transactions.downgraded_amount_in_year.in.2017-01-01, .transactions.cohort_amount_in_year.in.0,  .transactions.cohort_amount_in_year.in.1,  .transactions.cohort_amount_in_year.in.2,  .transactions.cohort_amount_in_year.in.3,  .transactions.cohort_amount_in_year.in.4, .transactions.cohort_count_in_year.in.0,  .transactions.cohort_count_in_year.in.1,  .transactions.cohort_count_in_year.in.2,  .transactions.cohort_count_in_year.in.3,  .transactions.cohort_count_in_year.in.4, .transactions.cohort_lapsed_amount_in_year.in.0,  .transactions.cohort_lapsed_amount_in_year.in.1,  .transactions.cohort_lapsed_amount_in_year.in.2,  .transactions.cohort_lapsed_amount_in_year.in.3,  .transactions.cohort_lapsed_amount_in_year.in.4, .transactions.cohort_upgraded_amount_in_year.in.0,  .transactions.cohort_upgraded_amount_in_year.in.1,  .transactions.cohort_upgraded_amount_in_year.in.2,  .transactions.cohort_upgraded_amount_in_year.in.3,  .transactions.cohort_upgraded_amount_in_year.in.4, .transactions.cohort_downgraded_amount_in_year.in.0,  .transactions.cohort_downgraded_amount_in_year.in.1,  .transactions.cohort_downgraded_amount_in_year.in.2,  .transactions.cohort_downgraded_amount_in_year.in.3,  .transactions.cohort_downgraded_amount_in_year.in.4, .transactions.amount_in_month.in.2013-01-01, .transactions.amount_in_month.in.2013-02-01, .transactions.amount_in_month.in.2013-03-01, .transactions.amount_in_month.in.2013-04-01, .transactions.amount_in_month.in.2013-05-01, .transactions.amount_in_month.in.2013-06-01, .transactions.amount_in_month.in.2013-07-01, .transactions.amount_in_month.in.2013-08-01, .transactions.amount_in_month.in.2013-09-01, .transactions.amount_in_month.in.2013-10-01, .transactions.amount_in_month.in.2013-11-01, .transactions.amount_in_month.in.2013-12-01, .transactions.amount_in_month.in.2014-01-01, .transactions.amount_in_month.in.2014-02-01, .transactions.amount_in_month.in.2014-03-01, .transactions.amount_in_month.in.2014-04-01, .transactions.amount_in_month.in.2014-05-01, .transactions.amount_in_month.in.2014-06-01, .transactions.amount_in_month.in.2014-07-01, .transactions.amount_in_month.in.2014-08-01, .transactions.amount_in_month.in.2014-09-01, .transactions.amount_in_month.in.2014-10-01, .transactions.amount_in_month.in.2014-11-01, .transactions.amount_in_month.in.2014-12-01, .transactions.amount_in_month.in.2015-01-01, .transactions.amount_in_month.in.2015-02-01, .transactions.amount_in_month.in.2015-03-01, .transactions.amount_in_month.in.2015-04-01, .transactions.amount_in_month.in.2015-05-01, .transactions.amount_in_month.in.2015-06-01, .transactions.amount_in_month.in.2015-07-01, .transactions.amount_in_month.in.2015-08-01, .transactions.amount_in_month.in.2015-09-01, .transactions.amount_in_month.in.2015-10-01, .transactions.amount_in_month.in.2015-11-01, .transactions.amount_in_month.in.2015-12-01, .transactions.amount_in_month.in.2016-01-01, .transactions.amount_in_month.in.2016-02-01, .transactions.amount_in_month.in.2016-03-01, .transactions.amount_in_month.in.2016-04-01, .transactions.amount_in_month.in.2016-05-01, .transactions.amount_in_month.in.2016-06-01, .transactions.amount_in_month.in.2016-07-01, .transactions.amount_in_month.in.2016-08-01, .transactions.amount_in_month.in.2016-09-01, .transactions.amount_in_month.in.2016-10-01, .transactions.amount_in_month.in.2016-11-01, .transactions.amount_in_month.in.2016-12-01, .transactions.amount_in_month.in.2017-01-01, .transactions.amount_in_month.in.2017-02-01, .transactions.amount_in_month.in.2017-03-01, .transactions.amount_in_month.in.2017-04-01, .transactions.amount_in_month.in.2017-05-01, .transactions.amount_in_month.in.2017-06-01, .transactions.amount_in_month.in.2017-07-01, .transactions.amount_in_month.in.2017-08-01, .transactions.amount_in_month.in.2017-09-01, .transactions.amount_in_month.in.2017-10-01, .transactions.amount_in_month.in.2017-11-01, .transactions.amount_in_month.in.2017-12-01, .transactions.lifecycle_initial, .transactions.lifecycle_first_gift, .transactions.lifecycle_second_year, .transactions.lifecycle_second_with_gap, .transactions.lifecycle_multi_year, .transactions.lifecycle_key_multi_year, .transactions.lifecycle_recovered_multi_year, .transactions.lifecycle_inconsistent_multi_year , .transactions.lifecycle_recovered_key_multi_year, .transactions.lifecycle_lapsed_after_first, .transactions.lifecycle_lapsed_after_first_long, .transactions.lifecycle_lapsed_after_second, .transactions.lifecycle_lapsed_multi_year, .transactions.lifecycle_lapsed_long_multi_year, .transactions.lifecycle_lapsed_key_multi_year, .transactions.lifecycle_lapsed_long, .transactions.lifecycle_cohort_0_first_gift, .transactions.lifecycle_cohort_1_lapsed_after_first, .transactions.lifecycle_cohort_1_second_year, .transactions.lifecycle_cohort_2_lapsed_after_first_long, .transactions.lifecycle_cohort_2_lapsed_after_second, .transactions.lifecycle_cohort_2_multi_year, .transactions.lifecycle_cohort_2_second_with_gap, .transactions.lifecycle_cohort_3_first_gift, .transactions.lifecycle_cohort_3_inconsistent_multi_year, .transactions.lifecycle_cohort_3_key_multi_year, .transactions.lifecycle_cohort_3_lapsed_after_second, .transactions.lifecycle_cohort_3_lapsed_long, .transactions.lifecycle_cohort_3_lapsed_multi_year, .transactions.lifecycle_cohort_4_first_gift, .transactions.lifecycle_cohort_4_inconsistent_multi_year, .transactions.lifecycle_cohort_4_key_multi_year, .transactions.lifecycle_cohort_4_lapsed_after_first, .transactions.lifecycle_cohort_4_lapsed_key_multi_year, .transactions.lifecycle_cohort_4_lapsed_long, .transactions.lifecycle_cohort_4_lapsed_long_multi_year, .transactions.lifecycle_cohort_4_lapsed_multi_year, .transactions.lifecycle_cohort_4_multi_year, .transactions.lifecycle_cohort_4_recovered_multi_year, .transactions.lifecycle_cohort_4_second_year, .transactions.lifecycle_cohort_5_first_gift, .transactions.lifecycle_cohort_5_inconsistent_multi_year, .transactions.lifecycle_cohort_5_key_multi_year, .transactions.lifecycle_cohort_5_lapsed_after_first, .transactions.lifecycle_cohort_5_lapsed_after_first_long, .transactions.lifecycle_cohort_5_lapsed_after_second, .transactions.lifecycle_cohort_5_lapsed_key_multi_year, .transactions.lifecycle_cohort_5_lapsed_long, .transactions.lifecycle_cohort_5_lapsed_long_key_multi_year, .transactions.lifecycle_cohort_5_lapsed_long_multi_year, .transactions.lifecycle_cohort_5_lapsed_multi_year, .transactions.lifecycle_cohort_5_multi_year, .transactions.lifecycle_cohort_5_recovered_key_multi_year, .transactions.lifecycle_cohort_5_recovered_multi_year, .transactions.lifecycle_cohort_5_second_with_gap, .transactions.lifecycle_cohort_5_second_year, .transactions.lifecycle_cohort_6_first_gift, .transactions.lifecycle_cohort_6_key_multi_year, .transactions.lifecycle_cohort_6_lapsed_after_first, .transactions.lifecycle_cohort_6_lapsed_after_first_long, .transactions.lifecycle_cohort_6_lapsed_after_second, .transactions.lifecycle_cohort_6_lapsed_key_multi_year, .transactions.lifecycle_cohort_6_lapsed_long, .transactions.lifecycle_cohort_6_lapsed_long_key_multi_year, .transactions.lifecycle_cohort_6_lapsed_long_multi_year, .transactions.lifecycle_cohort_6_multi_year
300418,25eeb5c724ff09d75701d43d40ae3750,2016-01-01,9999,0,2,1,1,1,0,0,0,9999,0,0,0,0,4,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
632216,4fecc9fa007178912876e80d3fb82514,2013-01-01,7500,0,2,1,1,1,7500,0,0,0,0,1,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
664498,53ff937a83c1373182944b306dfb0fbb,2013-01-01,12000,0,2,1,1,1,12000,0,0,0,0,3,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
961993,798ec6dd012a81d20e8fa549e2855d40,2017-01-01,5000,0,2,1,1,1,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
112078,0e232c29aeac703f7725dd5022a589ef,2017-01-01,3236,0,2,1,1,1,0,0,0,0,3236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283637,23d2ae7c0c87285c7876805427edf2bc,2014-01-01,17500,0,2,1,1,1,0,17500,0,0,0,0,2,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171637,15a951b7e3fd3ab254ea8c4c3834cba3,2018-01-01,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1845540,e95fcc1c06ae1cfa421cf97699d8d84b,2017-01-01,0,0,2,2,2,2,0,0,0,0,27200,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27200,7500,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1409849,b23ce116697bc92da469294a821476a5,2014-01-01,2500,0,2,1,1,1,0,2500,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
360979,2d9a85300f42ae4dbe167a7293631167,2013-01-01,2500,0,2,1,1,1,2500,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
